articleCode,onClick,link,title,category,image,legalText,promotionalMarkerText,showPromotionalClubMarker,showPriceMarker,favouritesTracking,favouritesSavedText,favouritesNotSavedText,marketingMarkerText,marketingMarkerType,marketingMarkerCss,price,redPrice,yellowPrice,bluePrice,clubPriceText,sellingAttribute,swatchesTotal,swatches,preAccessStartDate,preAccessEndDate,preAccessGroups,outOfStockText,comingSoon,brandName,damStyleWith,fabric,POLYESTER,VISCOSE,ELASTANE,LYOCELL,COTTON,POLYAMIDE,ACETATE,WOOL,SUSTAINABLE RECYCLED POLYESTER,SUSTAINABLE RECYCLED POLYESTER FROM TEXTILES,Date
1201978001,"setOsaParameters(utag_data.category_id,'SMALL','1201978001'); setNotificationTicket('Oy9wbHAvcHJvZHVjdC1saXN0LXdpdGgtY291bnQvcHJvZHVjdC1saXN0OyM7cHJvZHVjdF9rZXk7MTIwMTk3OF9ncm91cF8wMDFfZW5fZ2I7MTIwMTk3ODAwMV9lbl9nYjtPQkpFQ1RJVkUkO05PTkU6Tk9ORTszODs','1201978001');",/en_gb/productpage.1201978001.html,Waisted blazer,ladies_blazers,"[{'src': '//lp2.hm.com/hmgoepprod?set=source[/3f/32/3f3204aeeaa3cd09081621702bdd2750d938c803.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]', 'dataAltImage': '//lp2.hm.com/hmgoepprod?set=source[/ef/ff/efff4abb4ef6143d8a14d9a70aeb70b754c08f94.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]', 'alt': 'Waisted blazer Model', 'dataAltText': 'Waisted blazer'}]",,,False,False,Favourites|1201978001|Waisted blazer|LADIES_NEWARRIVALS : CLOTHING_CLOTHING : VIEWALL_VIEW_ALL,SAVED AS FAVOURITE,SAVE AS FAVOURITE,,,,£84.99,,,,,New Arrival,1,"[{'colorCode': '#EEECE0', 'articleLink': '/en_gb/productpage.1201978001.html', 'colorName': 'Cream'}]",,,[],,,H&M,,",[Shell] Polyester 80%, Viscose 18%, Elastane 2% ,[Lining] Polyester 52%, Viscose 48% , [Recycled] Recycled polyester 50%",80,18,2,0,0,0,0,0,50,0,20230730-175712
1196739001,"setOsaParameters(utag_data.category_id,'SMALL','1196739001'); setNotificationTicket('Oy9wbHAvcHJvZHVjdC1saXN0LXdpdGgtY291bnQvcHJvZHVjdC1saXN0OyM7cHJvZHVjdF9rZXk7MTE5NjczOV9ncm91cF8wMDFfZW5fZ2I7MTE5NjczOTAwMV9lbl9nYjtPQkpFQ1RJVkUkO05PTkU6Tk9ORTszODs','1196739001');",/en_gb/productpage.1196739001.html,Tailored jersey trousers,ladies_trousers_wideleg,"[{'src': '//lp2.hm.com/hmgoepprod?set=source[/0c/61/0c611ac504b42dd011b777ac41811f20b8a263b4.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]', 'dataAltImage': '//lp2.hm.com/hmgoepprod?set=source[/4d/37/4d37016a3fede566743f574a60b63842140320c5.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]', 'alt': 'Tailored jersey trousers Model', 'dataAltText': 'Tailored jersey trousers'}]",,,False,False,Favourites|1196739001|Tailored jersey trousers|LADIES_NEWARRIVALS : CLOTHING_CLOTHING : VIEWALL_VIEW_ALL,SAVED AS FAVOURITE,SAVE AS FAVOURITE,,,,£44.99,,,,,New Arrival,1,"[{'colorCode': '#272628', 'articleLink': '/en_gb/productpage.1196739001.html', 'colorName': 'Black'}]",,,[],,,H&M,"1158823001,1195644001,1123435001",",[Material] Polyester 73%, Viscose 21%, Elastane 6%",73,21,6,0,0,0,0,0,0,0,20230730-175712
1198948002,"setOsaParameters(utag_data.category_id,'SMALL','1198948002'); setNotificationTicket('Oy9wbHAvcHJvZHVjdC1saXN0LXdpdGgtY291bnQvcHJvZHVjdC1saXN0OyM7cHJvZHVjdF9rZXk7MTE5ODk0OF9ncm91cF8wMDJfZW5fZ2I7MTE5ODk0ODAwMl9lbl9nYjtPQkpFQ1RJVkUkO05PTkU6Tk9ORTszODs','1198948002');",/en_gb/productpage.1198948002.html,Twist-detail dress,ladies_dresses_mididresses,"[{'src': '//lp2.hm.com/hmgoepprod?set=source[/38/2f/382f9c8a18a91e9c764ffb3a8a39afd6fc4b33b6.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]', 'dataAltImage': '//lp2.hm.com/hmgoepprod?set=source[/b2/7a/b27ad84c5264a272b69b4c81ac7aed378847479d.jpg],origin[dam],category[ladies_dresses_mididresses],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]', 'alt': 'Twist-detail dress Model', 'dataAltText': 'Twist-detail dress'}]",,,False,False,Favourites|1198948002|Twist-detail dress|LADIES_NEWARRIVALS : CLOTHING_CLOTHING : VIEWALL_VIEW_ALL,SAVED AS FAVOURITE,SAVE AS FAVOURITE,,,,£59.99,,,,,New Arrival,2,"[{'colorCode': '#272628', 'articleLink': '/en_gb/productpage.1198948002.html', 'colorName': 'Black'}, {'colorCode': '#463D4A', 'articleLink': '/en_gb/productpage.1198948001.html', 'colorName': 'Purple/Floral'}]",,,[],,,H&M,"1210211001,1175523001",",[Shell] Lyocell 86%, Polyester 14% ,[Lining] Polyester 100% , [Recycled] Recycled polyester 7%",14,0,0,86,0,0,0,0,7,0,20230730-175712
1200933001,"setOsaParameters(utag_data.category_id,'SMALL','1200933001'); setNotificationTicket('Oy9wbHAvcHJvZHVjdC1saXN0LXdpdGgtY291bnQvcHJvZHVjdC1saXN0OyM7cHJvZHVjdF9rZXk7MTIwMDkzM19ncm91cF8wMDFfZW5fZ2I7MTIwMDkzMzAwMV9lbl9nYjtPQkpFQ1RJVkUkO05PTkU6Tk9ORTszODs','1200933001');",/en_gb/productpage.1200933001.html,Circular skirt,Ladies_skirts_highwaisted,"[{'src': '//lp2.hm.com/hmgoepprod?set=source[/3f/43/3f4315933be865a98beda6a107ae15c0909a052c.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]', 'dataAltImage': '//lp2.hm.com/hmgoepprod?set=source[/94/4d/944dd259a98fc7145894b121339b0273b61ba763.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[3]&call=url[file:/product/style]', 'alt': 'Circular skirt Model', 'dataAltText': 'Circular skirt'}]",,,False,False,Favourites|1200933001|Circular skirt|LADIES_NEWARRIVALS : CLOTHING_CLOTHING : VIEWALL_VIEW_ALL,SAVED AS FAVOURITE,SAVE AS FAVOURITE,,,,£54.99,,,,,New Arrival,1,"[{'colorCode': '#272628', 'articleLink': '/en_gb/productpage.1200933001.html', 'colorName': 'Black'}]",,,[],,,H&M,"1196743001,1201193001,1182167001,1161974001",",[Material] Cotton 100%",0,0,0,0,100,0,0,0,0,0,20230730-175712
1196074003,"setOsaParameters(utag_data.category_id,'SMALL','1196074003'); setNotificationTicket('Oy9wbHAvcHJvZHVjdC1saXN0LXdpdGgtY291bnQvcHJvZHVjdC1saXN0OyM7cHJvZHVjdF9rZXk7MTE5NjA3NF9ncm91cF8wMDNfZW5fZ2I7MTE5NjA3NDAwM19lbl9nYjtPQkpFQ1RJVkUkO05PTkU6Tk9ORTszODs','1196074003');",/en_gb/productpage.1196074003.html,Wide Regular Jeans,ladies_divided_jeans_loose,"[{'src': '//lp2.hm.com/hmgoepprod?set=source[/3c/7d/3c7dbb5cfcb524a85a588cc14fda39ed07191bbc.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[2]&call=url[file:/product/style]', 'dataAltImage': '//lp2.hm.com/hmgoepprod?set=source[/bb/24/bb24bf40fecc4dfeb988f6c992f081c22f4a4517.jpg],origin[dam],category[ladies_divided_jeans_loose],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]', 'alt': 'Wide Regular Jeans Model', 'dataAltText': 'Wide Regular Jeans'}]",,,False,False,Favourites|1196074003|Wide Regular Jeans|LADIES_NEWARRIVALS : CLOTHING_CLOTHING : VIEWALL_VIEW_ALL,SAVED AS FAVOURITE,SAVE AS FAVOURITE,,,,£44.99,,,,,New Arrival,1,"[{'colorCode': '#798DB2', 'articleLink': '/en_gb/productpage.1196074003.html', 'colorName': 'Light denim blue'}]",,,[],,,H&M,"1201978001,1158823002,1131978001",",[Material] Cotton 100%",0,0,0,0,100,0,0,0,0,0,20230730-175712
1195395001,"setOsaParameters(utag_data.category_id,'SMALL','1195395001'); setNotificationTicket('Oy9wbHAvcHJvZHVjdC1saXN0LXdpdGgtY291bnQvcHJvZHVjdC1saXN0OyM7cHJvZHVjdF9rZXk7MTE5NTM5NV9ncm91cF8wMDFfZW5fZ2I7MTE5NTM5NTAwMV9lbl9nYjtPQkpFQ1RJVkUkO05PTkU6Tk9ORTsxNDs','1195395001');",/en_gb/productpage.1195395001.html,Jersey mini skirt,Ladies_skirts_highwaisted,"[{'src': '//lp2.hm.com/hmgoepprod?set=source[/b4/c4/b4c4d723ff4aadacf1018194bf3f2d639218838e.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]', 'dataAltImage': '//lp2.hm.com/hmgoepprod?set=source[/36/f9/36f9bc55613b8329e34dc855b2e5523252a8fa4d.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]', 'alt': 'Jersey mini skirt Model', 'dataAltText': 'Jersey mini skirt'}]",,,False,False,Favourites|1195395001|Jersey mini skirt|LADIES_NEWARRIVALS : CLOTHING_CLOTHING : VIEWALL_VIEW_ALL,SAVED AS FAVOURITE,SAVE AS FAVOURITE,,,,£11.99,,,,,New Arrival,2,"[{'colorCode': '#272628', 'articleLink': '/en_gb/productpage.1195395001.html', 'colorName': 'Black'}, {'colorCode': '#272628', 'articleLink': '/en_gb/productpage.1195395002.html', 'colorName': 'Black/Checked'}]",,,[],,,H&M,"1049251021,1133359002,1138642003",",[Material] Viscose 68%, Polyamide 27%, Elastane 5%",0,68,5,0,0,27,0,0,0,0,20230730-175712
1183152002,"setOsaParameters(utag_data.category_id,'SMALL','1183152002'); setNotificationTicket('Oy9wbHAvcHJvZHVjdC1saXN0LXdpdGgtY291bnQvcHJvZHVjdC1saXN0OyM7cHJvZHVjdF9rZXk7MTE4MzE1Ml9ncm91cF8wMDJfZW5fZ2I7MTE4MzE1MjAwMl9lbl9nYjtPQkpFQ1RJVkUkO05PTkU6Tk9ORTsxNDs','1183152002');",/en_gb/productpage.1183152002.html,One-shoulder top,ladies_tops,"[{'src': '//lp2.hm.com/hmgoepprod?set=source[/d5/24/d524d39b75decc0be45e61848e0bfcc2012cccdb.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]', 'dataAltImage': '//lp2.hm.com/hmgoepprod?set=source[/c2/58/c25803e714e277f46b4540af8beaa223fba31bc6.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]', 'alt': 'One-shoulder top Model', 'dataAltText': 'One-shoulder top'}]",,,False,False,Favourites|1183152002|One-shoulder top|LADIES_NEWARRIVALS : CLOTHING_CLOTHING : VIEWALL_VIEW_ALL,SAVED AS FAVOURITE,SAVE AS FAVOURITE,,,,£14.99,,,,,New Arrival,2,"[{'colorCode': '#272628', 'articleLink': '/en_gb/productpage.1183152002.html', 'colorName': 'Black'}, {'colorCode': '#F0EEED', 'articleLink': '/en_gb/productpage.1183152001.html', 'colorName': 'White'}]",,,[],,,H&M,"1200909001,1161249002,1064597005",",[Material] Polyester 94%, Elastane 6%",94,0,6,0,0,0,0,0,0,0,20230730-175712
1181201002,"setOsaParameters(utag_data.category_id,'SMALL','1181201002'); setNotificationTicket('Oy9wbHAvcHJvZHVjdC1saXN0LXdpdGgtY291bnQvcHJvZHVjdC1saXN0OyM7cHJvZHVjdF9rZXk7MTE4MTIwMV9ncm91cF8wMDJfZW5fZ2I7MTE4MTIwMTAwMl9lbl9nYjtPQkpFQ1RJVkUkO05PTkU6Tk9ORTsxNDs','1181201002');",/en_gb/productpage.1181201002.html,Cotton parachute skirt,ladies_divided_new_clothes,"[{'src': '//lp2.hm.com/hmgoepprod?set=source[/a2/25/a22579f13e70e32850293af3d73e96424b72733e.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]', 'dataAltImage': '//lp2.hm.com/hmgoepprod?set=source[/8a/02/8a0293ca599507a7b34783e4b7fcc4e4b542e639.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]', 'alt': 'Cotton parachute skirt Model', 'dataAltText': 'Cotton parachute skirt'}]",,,False,False,Favourites|1181201002|Cotton parachute skirt|LADIES_NEWARRIVALS : CLOTHING_CLOTHING : VIEWALL_VIEW_ALL,SAVED AS FAVOURITE,SAVE AS FAVOURITE,,,,£24.99,,,,,New Arrival,3,"[{'colorCode': '#999A9E', 'articleLink': '/en_gb/productpage.1181201002.html', 'colorName': 'Light grey'}, {'colorCode': '#333538', 'articleLink': '/en_gb/productpage.1181201001.html', 'colorName': 'Black'}, {'colorCode': '#575245', 'articleLink': '/en_gb/productpage.1181201003.html', 'colorName': 'Dark olive green'}]",,,[],,,H&M,0980930002,",[Material] Cotton 100%",0,0,0,0,100,0,0,0,0,0,20230730-175712
1174909002,"setOsaParameters(utag_data.category_id,'SMALL','1174909002'); setNotificationTicket('Oy9wbHAvcHJvZHVjdC1saXN0LXdpdGgtY291bnQvcHJvZHVjdC1saXN0OyM7cHJvZHVjdF9rZXk7MTE3NDkwOV9ncm91cF8wMDJfZW5fZ2I7MTE3NDkwOTAwMl9lbl9nYjtPQkpFQ1RJVkUkO05PTkU6Tk9ORTsxNDs','1174909002');",/en_gb/productpage.1174909002.html,Balloon-sleeved satin blouse,ladies_divided_new_clothes,"[{'src': '//lp2.hm.com/hmgoepprod?set=source[/6f/18/6f184c68f04f877d8e9b9aa163b1dd4d8017bb37.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]', 'dataAltImage': '//lp2.hm.com/hmgoepprod?set=source[/43/74/4374c06c52f34616167650ebe69c2838a5a64fa6.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]', 'alt': 'Balloon-sleeved satin blouse Model', 'dataAltText': 'Balloon-sleeved satin blouse'}]",,,False,False,Favourites|1174909002|Balloon-sleeved satin blouse|LADIES_NEWARRIVALS : CLOTHING_CLOTHING : VIEWALL_VIEW_ALL,SAVED AS FAVOURITE,SAVE AS FAVOURITE,,,,£17.99,,,,,New Arrival,3,"[{'colorCode': '#272628', 'articleLink': '/en_gb/productpage.1174909002.html', 'colorName': 'Black'}, {'colorCode': '#F0F1F0', 'articleLink': '/en_gb/productpage.1174909001.html', 'colorName': 'White'}, {'colorCode': '#E2D4A9', 'articleLink': '/en_gb/productpage.1174909005.html', 'colorName': 'Light yellow'}]",,,[],,,H&M,"1115160001,1033301002,0871889043",",[Material] Polyester 100%, [Recycled] Recycled polyester from textiles 52%",100,0,0,0,0,0,0,0,0,52,20230730-175712
1199438003,"setOsaParameters(utag_data.category_id,'SMALL','1199438003'); setNotificationTicket('Oy9wbHAvcHJvZHVjdC1saXN0LXdpdGgtY291bnQvcHJvZHVjdC1saXN0OyM7cHJvZHVjdF9rZXk7MTE5OTQzOF9ncm91cF8wMDNfZW5fZ2I7MTE5OTQzODAwM19lbl9nYjtPQkpFQ1RJVkUkO05PTkU6Tk9ORTsxNDs','1199438003');",/en_gb/productpage.1199438003.html,Washed-look ribbed top,ladies_divided_new_clothes,"[{'src': '//lp2.hm.com/hmgoepprod?set=source[/e2/c2/e2c2c688682118af9293ba90a63f08b6bacefa98.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]', 'dataAltImage': '//lp2.hm.com/hmgoepprod?set=source[/43/33/4333312588ebba2ae7a57eee3a08245ef5acbca4.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]', 'alt': 'Washed-look ribbed top Model', 'dataAltText': 'Washed-look ribbed top'}]",,,False,False,Favourites|1199438003|Washed-look ribbed top|LADIES_NEWARRIVALS : CLOTHING_CLOTHING : VIEWALL_VIEW_ALL,SAVED AS FAVOURITE,SAVE AS FAVOURITE,,,,£18.99,,,,,New Arrival,3,"[{'colorCode': '#7C91CB', 'articleLink': '/en_gb/productpage.1199438003.html', 'colorName': 'Blue'}, {'colorCode': '#BCBDBE', 'articleLink': '/en_gb/productpage.1199438001.html', 'colorName': 'Dark grey'}, {'colorCode': '#494C4F', 'articleLink': '/en_gb/productpage.1199438002.html', 'colorName': 'Light grey'}]",,,[],,,H&M,"1170470001,1165972001,1121709001",",[Material] Cotton 95%, Elastane 5%",0,0,5,0,95,0,0,0,0,0,20230730-175712
1180764001,"setOsaParameters(utag_data.category_id,'SMALL','1180764001'); setNotificationTicket('Oy9wbHAvcHJvZHVjdC1saXN0LXdpdGgtY291bnQvcHJvZHVjdC1saXN0OyM7cHJvZHVjdF9rZXk7MTE4MDc2NF9ncm91cF8wMDFfZW5fZ2I7MTE4MDc2NDAwMV9lbl9nYjtPQkpFQ1RJVkUkO05PTkU6Tk9ORTsyMTs','1180764001');",/en_gb/productpage.1180764001.html,Satin Mini Skirt,ladies_skirts_shortskirts,"[{'src': '//lp.arket.com/app006prod?set=source[/c6/e2/c6e2198080f611418a42f6e59a82bed9d3b648bf.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1],target[hm.com]&call=url[file:/product/style]', 'dataAltImage': '//lp.arket.com/app006prod?set=source[/18/7d/187d2e195d129fd71d2f5bb4e021c58664eab129.jpg],origin[dam],category[ladies_skirts_shortskirts],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2],target[hm.com]&call=url[file:/product/style]', 'alt': 'Satin Mini Skirt Model', 'dataAltText': 'Satin Mini Skirt'}]",,,False,False,Favourites|1180764001|Satin Mini Skirt|LADIES_NEWARRIVALS : CLOTHING_CLOTHING : VIEWALL_VIEW_ALL,SAVED AS FAVOURITE,SAVE AS FAVOURITE,ARKET,marker-designer-collection,,£67.00,,,,,New Arrival,1,"[{'colorCode': '#3A3A3D', 'articleLink': '/en_gb/productpage.1180764001.html', 'colorName': 'Dark Grey'}]",,,[],,,ARKET,"1113028006,1197022002,1194452001",",[Material] Acetate 100%",0,0,0,0,0,0,100,0,0,0,20230730-175712
1172297001,"setOsaParameters(utag_data.category_id,'SMALL','1172297001'); setNotificationTicket('Oy9wbHAvcHJvZHVjdC1saXN0LXdpdGgtY291bnQvcHJvZHVjdC1saXN0OyM7cHJvZHVjdF9rZXk7MTE3MjI5N19ncm91cF8wMDFfZW5fZ2I7MTE3MjI5NzAwMV9lbl9nYjtPQkpFQ1RJVkUkO05PTkU6Tk9ORTsyMTs','1172297001');",/en_gb/productpage.1172297001.html,Junko Nylon Zip Trousers,ladies_divided_brands_weekday,"[{'src': '//lp.weekday.com/app003prod?set=source[/13/5f/135fcecc84e031c6eb50235fb71d8b9952be8ae2.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1],target[hm.com]&call=url[file:/product/style]', 'dataAltImage': '//lp.weekday.com/app003prod?set=source[/fb/77/fb77ce1cf903bc637c9553d44c44158edb1d6bba.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2],target[hm.com]&call=url[file:/product/style]', 'alt': 'Junko Nylon Zip Trousers Model', 'dataAltText': 'Junko Nylon Zip Trousers'}]",,,False,False,Favourites|1172297001|Junko Nylon Zip Trousers|LADIES_NEWARRIVALS : CLOTHING_CLOTHING : VIEWALL_VIEW_ALL,SAVED AS FAVOURITE,SAVE AS FAVOURITE,Weekday,marker-designer-collection,,£59.00,,,,,New Arrival,1,"[{'colorCode': '#272628', 'articleLink': '/en_gb/productpage.1172297001.html', 'colorName': 'Black'}]",,,[],,,Weekday,"0894448073,1172277001,1197483001,1194555002,1166494001,1141845001",",[Shell] Cotton 55%, Polyamide 45% ",0,0,0,0,55,45,0,0,0,0,20230730-175712
1183624005,"setOsaParameters(utag_data.category_id,'SMALL','1183624005'); setNotificationTicket('Oy9wbHAvcHJvZHVjdC1saXN0LXdpdGgtY291bnQvcHJvZHVjdC1saXN0OyM7cHJvZHVjdF9rZXk7MTE4MzYyNF9ncm91cF8wMDVfZW5fZ2I7MTE4MzYyNDAwNV9lbl9nYjtPQkpFQ1RJVkUkO05PTkU6Tk9ORTsyMTs','1183624005');",/en_gb/productpage.1183624005.html,A-Line Mini Skirt,Ladies_skirts_a-line,"[{'src': '//lp.stories.com/app005prod?set=source[/e7/ae/e7aeeaf5819c6ac2479db45cc8e0e511fbb9ccc0.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1],target[hm.com]&call=url[file:/product/style]', 'dataAltImage': '//lp.stories.com/app005prod?set=source[/30/4e/304eeb1e0fa55a0f62242a2072839e055217e787.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[3],target[hm.com]&call=url[file:/product/style]', 'alt': 'A-Line Mini Skirt Model', 'dataAltText': 'A-Line Mini Skirt'}]",,,False,False,Favourites|1183624005|A-Line Mini Skirt|LADIES_NEWARRIVALS : CLOTHING_CLOTHING : VIEWALL_VIEW_ALL,SAVED AS FAVOURITE,SAVE AS FAVOURITE,,,,£75.00,,,,,New Arrival,1,"[{'colorCode': '#7C4F3A', 'articleLink': '/en_gb/productpage.1183624005.html', 'colorName': 'Brown Checked'}]",,,[],,,& Other Stories,"1135278001,1118236001",",[Shell] Wool 70%, Viscose 30% ,[Lining] Polyester 51%, Viscose 49% , [Recycled] Recycled polyester 12%",0,30,0,0,0,0,0,70,12,0,20230730-175712
1184412001,"setOsaParameters(utag_data.category_id,'SMALL','1184412001'); setNotificationTicket('Oy9wbHAvcHJvZHVjdC1saXN0LXdpdGgtY291bnQvcHJvZHVjdC1saXN0OyM7cHJvZHVjdF9rZXk7MTE4NDQxMl9ncm91cF8wMDFfZW5fZ2I7MTE4NDQxMjAwMV9lbl9nYjtPQkpFQ1RJVkUkO05PTkU6Tk9ORTsyMTs','1184412001');",/en_gb/productpage.1184412001.html,Midi Wrap Dress,Ladies_dresses_wrap,"[{'src': '//lp.arket.com/app006prod?set=source[/38/ba/38baf6d9d86e3f70c435153d114f2f194ba90b8f.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1],target[hm.com]&call=url[file:/product/style]', 'dataAltImage': '//lp.arket.com/app006prod?set=source[/25/6d/256dbc68053d974c2c0f940eede787cb893dd165.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2],target[hm.com]&call=url[file:/product/style]', 'alt': 'Midi Wrap Dress Model', 'dataAltText': 'Midi Wrap Dress'}]",,,False,False,Favourites|1184412001|Midi Wrap Dress|LADIES_NEWARRIVALS : CLOTHING_CLOTHING : VIEWALL_VIEW_ALL,SAVED AS FAVOURITE,SAVE AS FAVOURITE,ARKET,marker-designer-collection,,£97.00,,,,,New Arrival,1,"[{'colorCode': '#A39C8B', 'articleLink': '/en_gb/productpage.1184412001.html', 'colorName': 'Beige/Black'}]",,,[],,,ARKET,1186417001,",[Material] Lyocell 100%",0,0,0,100,0,0,0,0,0,0,20230730-175712
1114205002,"setOsaParameters(utag_data.category_id,'SMALL','1114205002'); setNotificationTicket('Oy9wbHAvcHJvZHVjdC1saXN0LXdpdGgtY291bnQvcHJvZHVjdC1saXN0OyM7cHJvZHVjdF9rZXk7MTExNDIwNV9ncm91cF8wMDJfZW5fZ2I7MTExNDIwNTAwMl9lbl9nYjtPQkpFQ1RJVkUkO05PTkU6Tk9ORTsyMTs','1114205002');",/en_gb/productpage.1114205002.html,Flared Trousers,ladies_trousers_flare,"[{'src': '//lp.stories.com/app005prod?set=source[/a8/99/a899c153c9479ab6e4fbcd5dfe967f7289c5165a.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1],target[hm.com]&call=url[file:/product/style]', 'dataAltImage': '//lp.stories.com/app005prod?set=source[/5c/9b/5c9b62f0cfe7d150c835e04ced39d6667bfc83ed.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2],target[hm.com]&call=url[file:/product/style]', 'alt': 'Flared Trousers Model', 'dataAltText': 'Flared Trousers'}]",,,False,False,Favourites|1114205002|Flared Trousers|LADIES_NEWARRIVALS : CLOTHING_CLOTHING : VIEWALL_VIEW_ALL,SAVED AS FAVOURITE,SAVE AS FAVOURITE,& Other Stories,marker-designer-collection,,£65.00,,,,,New Arrival,2,"[{'colorCode': '#23263B', 'articleLink': '/en_gb/productpage.1114205002.html', 'colorName': 'Dark Blue'}, {'colorCode': '#272628', 'articleLink': '/en_gb/productpage.1114205001.html', 'colorName': 'Black'}]",,,[],,,& Other Stories,1161109001,",[Shell] Viscose 60%, Polyamide 35%, Elastane 5% ",0,60,5,0,0,35,0,0,0,0,20230730-175712
